ID,Date,Element,Data_Value
UKM00003740,2009-04-04,TMAX,134
UKM00003590,2012-03-22,TMAX,157
NLE00113736,2007-12-19,TMAX,50
NLE00113736,2007-12-19,TMIN,22
NLE00113736,2010-05-11,TMAX,77
NLE00113736,2010-05-11,TMIN,62
NLE00113736,2015-07-11,TMAX,186
UK000000000,2009-06-02,TMAX,243
NLE00113736,2015-07-11,TMIN,168
NLE00113670,2010-08-18,TMAX,167
NLE00113706,2012-12-27,TMAX,83
NLE00113706,2012-12-27,TMIN,53
UKM00003257,2012-05-10,TMIN,77
UKM00003740,2014-12-02,TMAX,75
NLE00113670,2010-08-18,TMIN,152
UKM00003772,2015-04-17,TMAX,156
UKW00035047,2006-08-20,TMIN,100
UKM00003740,2005-07-09,TMAX,231
UKM00003740,2006-09-15,TMAX,197
UKW00035047,2014-01-15,TMAX,101
NLE00113736,2015-01-10,TMIN,65
NLE00113736,2015-01-10,TMAX,111
UKM00003740,2005-07-09,TMIN,115
UKW00035047,2014-01-15,TMIN,19
NLE00113736,2013-10-07,TMAX,164
NLE00113670,2013-12-03,TMIN,79
UKM00003740,2010-08-23,TMAX,205
NLE00113706,2011-11-09,TMIN,115
NLE00113724,2010-01-29,TMIN,12
UKM00003590,2010-08-19,TMAX,215
NLE00113736,2007-04-04,TMIN,73
NLE00113736,2007-04-04,TMAX,79
UKW00035047,2013-02-06,TMAX,54
NLE00113724,2010-01-29,TMAX,50
NLE00113736,2009-01-13,TMIN,44
NLE00113736,2009-01-13,TMAX,58
NLE00113724,2015-07-27,TMIN,145
NLE00113724,2015-07-27,TMAX,164
NLE00113706,2011-11-09,TMAX,133
NLE00113724,2008-03-24,TMIN,0
NLE00113736,2015-03-07,TMIN,65
UKM00003740,2006-04-29,TMAX,137
NLE00113736,2013-10-07,TMIN,156
UKW00035047,2013-02-06,TMIN,17
NLE00113724,2008-03-24,TMAX,42
UKW00035047,2010-10-27,TMIN,96
UKM00003257,2013-06-01,TMAX,174
UK000000000,2009-06-02,TMIN,92
UKM00003257,2009-02-26,TMAX,95
UKM00003257,2009-02-26,TMIN,0
NLE00113736,2015-03-07,TMAX,91
NLE00113670,2013-12-03,TMAX,91
UKM00003590,2014-07-19,TMIN,175
NLE00113724,2007-02-07,TMIN,21
NLE00113670,2010-01-13,TMAX,23
UKM00003590,2011-09-29,TMIN,149
NLE00113724,2014-07-18,TMAX,191
NLE00113724,2014-07-18,TMIN,171
UKM00003772,2011-05-13,TMAX,186
NLE00113706,2012-07-02,TMIN,132
NLE00113706,2012-07-02,TMAX,151
NLE00113724,2010-01-27,TMIN,19
UK000000000,2009-08-20,TMIN,156
UK000000000,2009-08-20,TMAX,182
UKM00003590,2011-09-29,TMAX,261
UKW00035047,2013-01-22,TMIN,2
UK000003377,2011-10-11,TMIN,152
NLE00113676,2012-05-21,TMAX,116
UKM00003257,2006-05-30,TMAX,133
UKW00035047,2012-05-21,TMIN,93
UKW00035047,2013-01-22,TMAX,31
UKW00035047,2012-05-21,TMAX,144
NLE00113706,2010-11-22,TMIN,66
UKM00003590,2011-03-09,TMAX,101
NLE00113706,2010-11-22,TMAX,92
UKM00003590,2011-03-09,TMIN,19
UK000003377,2011-10-11,TMAX,164
NLE00113724,2008-11-21,TMIN,23
UKM00003772,2014-08-09,TMAX,237
NLE00113676,2012-04-27,TMIN,83
UKM00003590,2014-07-19,TMAX,264
NLE00113724,2007-02-07,TMAX,56
NLE00113724,2015-09-24,TMIN,138
NLE00113724,2015-09-24,TMAX,160
UKM00003740,2014-09-05,TMAX,208
NLE00113724,2006-11-22,TMIN,88
NLE00113724,2006-11-22,TMAX,118
UKM00003590,2005-08-21,TMAX,205
UKM00003590,2005-08-21,TMIN,136
UKM00003590,2007-11-20,TMIN,0
UKM00003740,2012-12-14,TMIN,-11
UKM00003740,2014-07-30,TMIN,109
NLE00113724,2015-11-10,TMIN,141
UKM00003740,2012-12-14,TMAX,92
NLE00113724,2015-11-10,TMAX,153
NLE00113724,2010-01-27,TMAX,65
UKM00003740,2014-07-30,TMAX,235
UKM00003740,2007-09-06,TMIN,126
UKM00003740,2007-09-06,TMAX,212
NLE00113724,2008-11-21,TMAX,104
NLE00113724,2010-04-17,TMIN,57
NLE00113724,2010-04-17,TMAX,71
NLE00113676,2012-04-27,TMAX,107
UKM00003740,2006-04-29,TMIN,68
UK000003377,2015-05-24,TMIN,65
UKM00003590,2010-08-19,TMIN,95
NLE00113724,2010-06-24,TMIN,138
NLE00113724,2014-07-30,TMAX,185
NLE00113724,2014-07-30,TMIN,166
UKM00003772,2012-03-22,TMAX,182
UK000000000,2012-02-26,TMIN,24
UKW00035047,2015-06-24,TMAX,219
UK000000000,2005-02-12,TMIN,42
UK000000000,2005-02-12,TMAX,103
UKW00035047,2015-06-24,TMIN,100
NLE00113736,2014-12-12,TMAX,110
NLE00113736,2014-12-12,TMIN,69
UK000000000,2013-06-29,TMIN,125
UK000000000,2013-06-25,TMAX,167
UKM00003740,2014-01-27,TMIN,9
UK000003377,2014-08-31,TMIN,85
UKM00003740,2014-01-27,TMAX,60
UKM00003740,2005-04-16,TMAX,105
UK000003377,2014-08-31,TMAX,189
UK000003377,2007-06-17,TMAX,188
UK000000000,2007-09-06,TMIN,135
UK000003377,2007-06-17,TMIN,114
UK000000000,2007-09-06,TMAX,223
NLE00113736,2008-01-31,TMAX,94
UKM00003772,2013-12-09,TMAX,113
NLE00113736,2008-01-31,TMIN,62
UK000000000,2013-06-25,TMIN,93
NLE00113670,2013-07-08,TMIN,126
NLE00113670,2012-08-30,TMIN,127
UK000000000,2012-12-06,TMAX,59
UKM00003772,2013-11-21,TMIN,33
UKM00003772,2011-03-04,TMIN,8
UKM00003772,2006-05-29,TMAX,153
UKM00003772,2011-03-04,TMAX,79
NLE00113670,2015-09-10,TMIN,152
UKW00035047,2012-04-09,TMAX,103
UKM00003590,2008-05-28,TMIN,0
UKM00003772,2010-03-19,TMAX,120
NLE00113670,2013-07-08,TMAX,153
UKM00003257,2009-04-16,TMIN,-80
UK000000000,2012-02-26,TMAX,107
NLE00113670,2011-12-07,TMIN,52
NLE00113670,2011-12-07,TMAX,84
UK000003377,2005-07-10,TMIN,118
UK000003377,2005-07-10,TMAX,269
UKW00035047,2005-12-08,TMIN,0
NLE00113670,2015-09-10,TMAX,160
NLE00113724,2010-07-30,TMIN,150
NLE00113724,2010-07-30,TMAX,170
UK000000000,2012-12-06,TMIN,-36
UKM00003257,2009-04-16,TMAX,104
UK000000000,2006-02-03,TMAX,28
UK000003377,2013-10-26,TMAX,168
UK000000000,2006-02-03,TMIN,-23
UKW00035047,2007-05-18,TMIN,0
UK000000000,2008-03-19,TMAX,83
UK000000000,2008-03-19,TMIN,1
NLE00113706,2010-08-24,TMIN,105
UK000000000,2007-02-01,TMIN,48
NLE00113706,2010-08-24,TMAX,157
UKM00003740,2005-02-12,TMAX,110
UK000000000,2010-04-16,TMAX,158
UKM00003740,2009-07-15,TMAX,207
UK000000000,2010-04-16,TMIN,28
UK000000000,2007-02-01,TMAX,111
NLE00113670,2009-11-11,TMIN,0
UK000000000,2010-04-01,TMAX,94
UKW00035047,2012-02-08,TMIN,-27
UKW00035047,2012-02-08,TMAX,10
UK000000000,2010-04-01,TMIN,12
NLE00113676,2011-03-09,TMAX,71
NLE00113676,2011-03-09,TMIN,49
UKM00003740,2013-09-05,TMIN,110
UKM00003740,2013-09-05,TMAX,245
UKW00035047,2015-01-16,TMAX,62
NLE00113724,2010-06-24,TMAX,153
NLE00113670,2009-11-11,TMAX,105
NLE00113670,2010-01-23,TMIN,27
NLE00113670,2010-01-23,TMAX,48
UK000003377,2008-09-28,TMAX,155
UKM00003590,2013-09-21,TMAX,165
UKM00003740,2012-06-12,TMIN,89
UKM00003740,2012-06-12,TMAX,124
NLE00113676,2011-04-29,TMIN,101
UK000003377,2008-09-28,TMIN,44
NLE00113724,2014-08-07,TMIN,172
UKM00003590,2013-09-21,TMIN,97
NLE00113724,2014-08-07,TMAX,188
UKM00003740,2006-11-04,TMAX,105
UKM00003772,2015-01-04,TMIN,-14
UK000003377,2014-10-31,TMAX,159
NLE00113676,2011-04-29,TMAX,122
UK000003377,2014-10-31,TMIN,140
UKM00003740,2010-12-10,TMIN,11
UK000003377,2006-11-03,TMAX,104
UK000003377,2006-11-03,TMIN,-33
UK000003377,2009-05-06,TMIN,111
UKM00003740,2014-04-01,TMAX,158
NLE00113724,2006-08-20,TMAX,178
NLE00113724,2006-08-20,TMIN,157
UKM00003740,2014-04-01,TMIN,68
UK000003377,2009-05-06,TMAX,173
UKW00035047,2013-07-01,TMIN,112
UKM00003772,2008-11-24,TMIN,0
NLE00113670,2012-08-30,TMAX,161
UK000003377,2015-05-24,TMAX,170
NLE00113736,2015-12-15,TMIN,80
UK000003377,2005-01-22,TMIN,-17
NLE00113736,2008-06-06,TMAX,130
UKM00003590,2005-10-22,TMAX,148
UKM00003257,2008-03-06,TMAX,110
NLE00113736,2005-06-09,TMIN,119
UKM00003257,2008-03-06,TMIN,0
UKM00003772,2015-09-01,TMAX,192
NLE00113736,2005-06-09,TMAX,161
NLE00113706,2013-04-27,TMIN,53
NLE00113676,2013-12-12,TMIN,79
NLE00113736,2008-06-06,TMIN,121
NLE00113676,2013-12-12,TMAX,95
NLE00113706,2009-12-22,TMIN,33
UKM00003590,2012-05-21,TMAX,141
UK000000000,2006-09-15,TMAX,204
UK000000000,2012-09-07,TMIN,104
NLE00113736,2015-04-17,TMIN,71
NLE00113736,2015-04-17,TMAX,87
UK000000000,2012-09-07,TMAX,234
UK000000000,2006-09-15,TMIN,126
NLE00113670,2014-09-06,TMAX,171
UKM00003740,2011-07-11,TMAX,222
NLE00113706,2009-12-22,TMAX,63
UKM00003740,2011-07-11,TMIN,95
NLE00113670,2014-09-06,TMIN,151
NLE00113736,2015-10-21,TMAX,145
UKM00003257,2006-11-22,TMAX,75
UK000003377,2005-07-21,TMIN,89
UKM00003590,2012-03-15,TMAX,160
NLE00113724,2014-04-26,TMIN,101
UKM00003590,2012-03-15,TMIN,13
UKM00003257,2008-07-06,TMAX,167
UKM00003257,2008-07-06,TMIN,0
UK000000000,2007-04-24,TMIN,123
UK000000000,2007-04-24,TMAX,183
UK000003377,2005-07-21,TMAX,205
NLE00113736,2015-10-21,TMIN,114
NLE00113670,2014-05-28,TMIN,111
UKM00003772,2009-11-03,TMAX,144
UKM00003257,2014-12-16,TMIN,17
NLE00113706,2011-08-20,TMIN,156
NLE00113724,2008-09-27,TMIN,154
NLE00113706,2011-08-20,TMAX,171
NLE00113724,2008-09-27,TMAX,170
NLE00113706,2012-02-14,TMIN,56
NLE00113706,2012-02-14,TMAX,69
UKM00003772,2009-10-11,TMIN,0
UKM00003772,2009-10-11,TMAX,156
UKM00003772,2010-10-27,TMAX,176
UKM00003590,2013-07-14,TMIN,140
UKM00003590,2013-07-14,TMAX,255
UK000000000,2011-06-27,TMIN,160
UKM00003257,2010-12-25,TMIN,-119
NLE00113706,2013-06-30,TMIN,125
NLE00113706,2013-06-30,TMAX,151
UK000000000,2009-02-06,TMIN,-7
UK000003377,2006-11-22,TMIN,36
UK000003377,2006-11-22,TMAX,115
NLE00113670,2015-10-04,TMAX,145
NLE00113736,2010-01-31,TMAX,37
NLE00113670,2011-01-16,TMIN,73
NLE00113670,2015-10-04,TMIN,136
UKM00003590,2015-05-24,TMAX,185
NLE00113736,2010-01-31,TMIN,23
NLE00113706,2013-04-11,TMAX,44
UK000000000,2009-02-06,TMAX,20
UKM00003740,2012-11-19,TMIN,34
NLE00113670,2010-11-25,TMIN,15
NLE00113736,2012-06-30,TMAX,171
UKW00035047,2015-08-27,TMAX,175
NLE00113736,2012-06-30,TMIN,149
UK000000000,2005-06-07,TMAX,184
UK000000000,2005-06-07,TMIN,36
NLE00113670,2012-03-16,TMIN,39
NLE00113706,2013-04-11,TMIN,30
NLE00113724,2008-08-20,TMIN,166
NLE00113724,2008-08-20,TMAX,184
UKM00003257,2014-05-06,TMAX,171
UK000000000,2011-06-27,TMAX,180
UK000000000,2014-03-25,TMAX,86
UK000000000,2014-03-25,TMIN,44
UKM00003590,2011-05-29,TMAX,217
UKM00003257,2012-10-14,TMIN,-3
UKM00003740,2014-12-22,TMIN,94
UKM00003740,2014-12-22,TMAX,117
UKM00003590,2011-05-29,TMIN,117
UK000003377,2010-05-12,TMIN,-22
UK000003377,2010-05-12,TMAX,127
UK000003377,2007-09-29,TMIN,115
UK000003377,2007-09-29,TMAX,148
UKM00003740,2006-06-12,TMAX,263
NLE00113736,2005-12-07,TMAX,95
NLE00113736,2005-12-07,TMIN,66
UK000003377,2015-06-25,TMIN,124
NLE00113736,2007-08-30,TMAX,179
UK000003377,2015-06-25,TMAX,222
NLE00113736,2007-08-30,TMIN,154
UKM00003257,2012-10-14,TMAX,121
UK000003377,2006-05-29,TMAX,123
UK000003377,2006-05-29,TMIN,90
UKM00003590,2015-05-24,TMIN,60
UKM00003257,2012-09-23,TMIN,8
NLE00113676,2012-05-21,TMIN,104
NLE00113736,2011-04-17,TMIN,81
UKM00003772,2013-09-28,TMIN,118
UK000003377,2012-04-09,TMIN,81
NLE00113736,2015-08-12,TMIN,175
UKM00003590,2010-11-18,TMIN,46
NLE00113676,2010-09-04,TMAX,162
NLE00113724,2010-11-28,TMIN,8
NLE00113724,2010-11-28,TMAX,45
NLE00113736,2015-08-12,TMAX,190
NLE00113724,2005-12-08,TMIN,72
NLE00113724,2005-12-08,TMAX,92
UK000000000,2011-04-21,TMIN,77
UK000003377,2012-04-09,TMAX,120
UK000000000,2011-05-18,TMAX,161
NLE00113676,2014-09-11,TMAX,174
UK000000000,2011-04-21,TMAX,234
UK000000000,2011-05-18,TMIN,114
NLE00113736,2006-11-20,TMAX,127
NLE00113736,2006-11-20,TMIN,88
UKM00003740,2008-05-22,TMIN,66
NLE00113736,2015-03-08,TMIN,67
NLE00113736,2015-03-08,TMAX,85
NLE00113724,2015-03-15,TMIN,53
NLE00113724,2015-03-15,TMAX,63
NLE00113676,2010-09-04,TMIN,154
UK000003377,2010-01-18,TMAX,40
UKM00003772,2012-02-27,TMAX,115
UKM00003740,2008-05-22,TMAX,198
UKM00003590,2012-04-27,TMAX,126
UKM00003772,2007-04-21,TMAX,194
UKM00003590,2012-04-27,TMIN,75
UKM00003772,2007-04-21,TMIN,0
NLE00113736,2015-12-15,TMAX,110
NLE00113670,2014-11-13,TMIN,125
NLE00113736,2008-05-19,TMAX,108
NLE00113736,2008-05-19,TMIN,95
NLE00113670,2014-11-13,TMAX,133
UKM00003257,2006-11-03,TMAX,106
UKM00003772,2012-02-27,TMIN,56
UKM00003257,2006-11-03,TMIN,-28
NLE00113670,2010-01-13,TMIN,4
NLE00113724,2010-08-06,TMIN,161
UKM00003772,2013-03-04,TMAX,97
NLE00113724,2010-08-06,TMAX,175
NLE00113706,2009-10-15,TMAX,138
NLE00113676,2010-08-04,TMAX,174
NLE00113676,2010-08-04,TMIN,140
UK000000000,2014-09-23,TMAX,168
UK000000000,2014-09-23,TMIN,71
UKM00003772,2014-05-05,TMAX,185
NLE00113706,2009-10-15,TMIN,108
UK000003377,2010-01-18,TMIN,21
UKM00003740,2015-07-13,TMIN,148
UKM00003590,2005-07-10,TMIN,123
NLE00113676,2012-03-15,TMAX,102
NLE00113676,2012-03-15,TMIN,54
NLE00113670,2013-09-18,TMAX,143
UK000000000,2006-08-23,TMIN,137
UKM00003740,2006-04-28,TMAX,148
UKM00003740,2006-04-28,TMIN,52
UKW00035047,2015-10-02,TMAX,165
UKW00035047,2015-10-02,TMIN,84
UKM00003740,2009-08-20,TMAX,210
UK000003377,2005-08-21,TMAX,233
NLE00113706,2015-02-02,TMAX,55
UK000003377,2005-08-21,TMIN,94
UKM00003257,2012-10-12,TMAX,130
UKM00003740,2015-11-07,TMAX,159
UKM00003740,2011-04-08,TMIN,51
UKM00003740,2011-04-08,TMAX,192
NLE00113736,2011-04-17,TMAX,112
NLE00113670,2014-05-28,TMAX,132
NLE00113706,2013-04-27,TMAX,65
NLE00113676,2014-07-19,TMIN,184
NLE00113724,2014-04-26,TMAX,123
UKM00003772,2013-09-28,TMAX,202
UK000000000,2006-08-23,TMAX,193
UKM00003590,2010-09-04,TMIN,81
UKM00003590,2010-09-04,TMAX,188
NLE00113670,2013-09-18,TMIN,110
UKM00003590,2005-07-10,TMAX,259
UKM00003740,2015-07-13,TMAX,178
UKM00003257,2007-12-02,TMIN,0
NLE00113676,2014-09-11,TMIN,157
NLE00113676,2010-08-19,TMIN,159
NLE00113676,2010-08-19,TMAX,180
UK000003377,2008-09-01,TMAX,197
UK000003377,2007-12-01,TMAX,87
UK000003377,2008-09-01,TMIN,106
UK000000000,2011-03-29,TMIN,22
UK000000000,2011-03-29,TMAX,131
NLE00113736,2005-02-10,TMAX,85
NLE00113736,2005-02-10,TMIN,57
UK000003377,2007-12-01,TMIN,53
UKM00003740,2005-06-07,TMIN,41
UK000000000,2006-06-12,TMIN,158
UK000000000,2006-06-12,TMAX,258
UK000003377,2011-10-29,TMAX,167
UKM00003590,2010-08-04,TMAX,176
UKM00003772,2013-03-04,TMIN,8
NLE00113706,2015-02-02,TMIN,22
UK000003377,2011-10-29,TMIN,69
UKM00003590,2006-05-29,TMAX,127
NLE00113676,2014-07-19,TMAX,270
NLE00113676,2015-08-17,TMAX,161
NLE00113724,2012-05-01,TMIN,88
NLE00113736,2007-03-07,TMIN,74
UKM00003590,2009-03-26,TMIN,-88
NLE00113676,2014-06-01,TMAX,145
NLE00113736,2006-08-20,TMAX,192
NLE00113736,2006-08-20,TMIN,145
NLE00113676,2013-10-17,TMIN,128
UK000003377,2008-08-25,TMIN,125
UK000003377,2008-08-25,TMAX,232
NLE00113706,2014-01-02,TMIN,75
NLE00113706,2014-01-02,TMAX,98
UK000003377,2015-08-28,TMAX,198
UK000003377,2015-08-28,TMIN,105
NLE00113670,2013-06-20,TMIN,117
UKM00003772,2008-09-21,TMIN,0
UKM00003740,2006-01-08,TMIN,-3
UKM00003740,2006-01-08,TMAX,31
NLE00113706,2012-08-30,TMIN,134
NLE00113724,2011-08-26,TMAX,180
NLE00113670,2013-06-20,TMAX,139
NLE00113670,2010-03-04,TMAX,45
NLE00113670,2014-06-29,TMIN,131
NLE00113670,2010-03-04,TMIN,33
UK000003377,2005-10-09,TMIN,46
NLE00113706,2012-08-30,TMAX,160
UKM00003740,2013-03-30,TMAX,54
NLE00113676,2013-05-19,TMAX,116
NLE00113676,2013-10-17,TMAX,146
NLE00113724,2014-12-06,TMIN,69
UKM00003772,2012-04-27,TMAX,158
NLE00113724,2014-12-06,TMAX,93
NLE00113736,2007-03-31,TMIN,88
UKM00003590,2007-06-17,TMAX,206
NLE00113724,2013-03-04,TMAX,63
UKM00003590,2007-06-17,TMIN,0
NLE00113706,2013-07-25,TMIN,165
UK000000000,2006-11-04,TMIN,-8
NLE00113670,2011-06-22,TMAX,153
UKM00003257,2007-08-10,TMAX,233
NLE00113706,2015-12-14,TMAX,99
NLE00113706,2015-12-14,TMIN,74
NLE00113670,2011-06-22,TMIN,124
UK000000000,2006-11-04,TMAX,112
NLE00113706,2013-07-25,TMAX,187
UK000000000,2009-05-17,TMAX,136
UK000000000,2009-05-17,TMIN,60
UKW00035047,2012-04-16,TMAX,95
UKW00035047,2015-03-15,TMIN,49
UKW00035047,2015-03-15,TMAX,68
NLE00113676,2014-06-01,TMIN,118
NLE00113736,2012-04-03,TMAX,92
UKM00003740,2013-03-30,TMIN,-38
UK000003377,2005-10-09,TMAX,145
NLE00113736,2008-05-02,TMIN,100
NLE00113676,2014-10-31,TMAX,172
NLE00113676,2014-10-31,TMIN,159
NLE00113736,2008-09-16,TMAX,152
NLE00113736,2008-09-16,TMIN,132
NLE00113736,2008-11-16,TMIN,85
NLE00113736,2008-11-16,TMAX,119
NLE00113736,2013-07-28,TMAX,198
UK000000000,2013-09-05,TMIN,111
UK000000000,2013-09-05,TMAX,153
NLE00113736,2013-07-28,TMIN,163
UKM00003740,2012-07-13,TMAX,175
UKM00003772,2006-11-03,TMAX,118
NLE00113736,2006-05-29,TMAX,124
NLE00113736,2006-05-29,TMIN,85
UKM00003740,2008-03-19,TMAX,86
UKM00003740,2012-10-17,TMIN,68
UKM00003740,2008-03-19,TMIN,-2
NLE00113736,2011-04-13,TMIN,79
UKM00003740,2012-10-17,TMAX,153
NLE00113736,2011-04-13,TMAX,97
NLE00113736,2006-03-20,TMIN,25
NLE00113736,2006-03-20,TMAX,49
UKM00003772,2006-11-03,TMIN,-4
UKM00003740,2012-07-13,TMIN,119
UKM00003257,2015-06-25,TMIN,76
NLE00113736,2012-08-31,TMAX,159
UK000003377,2005-05-09,TMIN,2
UK000003377,2005-05-09,TMAX,119
UKW00035047,2012-10-07,TMIN,56
NLE00113736,2008-05-02,TMAX,106
UKM00003740,2012-05-01,TMAX,162
UK000003377,2010-02-09,TMIN,-1
UK000000000,2012-01-08,TMIN,67
UK000000000,2012-01-08,TMAX,106
NLE00113670,2014-06-29,TMAX,150
UK000003377,2010-02-09,TMAX,20
UKM00003590,2010-01-18,TMAX,62
UKM00003257,2013-05-28,TMAX,162
NLE00113670,2010-02-05,TMIN,43
NLE00113670,2010-02-05,TMAX,60
UKM00003590,2010-01-18,TMIN,9
NLE00113676,2013-05-19,TMIN,84
NLE00113676,2012-11-19,TMIN,86
UKM00003772,2009-01-13,TMIN,0
UKM00003772,2009-01-13,TMAX,101
NLE00113736,2012-08-31,TMIN,135
NLE00113670,2013-07-23,TMIN,161
NLE00113670,2013-07-23,TMAX,191
UKM00003590,2012-12-08,TMAX,50
NLE00113736,2007-03-31,TMAX,103
UKM00003257,2015-04-17,TMIN,20
NLE00113736,2012-04-03,TMIN,72
NLE00113736,2015-12-23,TMAX,131
NLE00113724,2015-06-24,TMIN,117
NLE00113670,2013-01-26,TMAX,62
UK000000000,2013-12-26,TMAX,93
UK000000000,2013-12-26,TMIN,5
NLE00113724,2008-10-18,TMIN,122
NLE00113724,2008-10-18,TMAX,140
UKM00003772,2011-05-26,TMAX,170
NLE00113736,2010-04-02,TMIN,56
UK000000000,2012-05-12,TMIN,25
UK000000000,2012-05-12,TMAX,150
NLE00113724,2015-06-24,TMAX,144
NLE00113736,2010-04-02,TMAX,85
NLE00113736,2011-12-28,TMIN,58
UKM00003590,2010-03-19,TMIN,80
UKM00003590,2010-03-19,TMAX,142
UKM00003590,2011-09-07,TMAX,165
NLE00113736,2011-12-28,TMAX,101
NLE00113724,2007-07-08,TMAX,158
NLE00113670,2015-09-21,TMAX,157
NLE00113670,2015-09-21,TMIN,132
UKM00003257,2005-07-23,TMIN,113
NLE00113736,2011-10-05,TMIN,166
NLE00113724,2014-06-09,TMIN,145
UKM00003257,2005-07-23,TMAX,190
UKM00003740,2010-04-01,TMIN,10
NLE00113670,2013-01-26,TMIN,20
UKM00003257,2007-11-20,TMIN,0
UKW00035047,2005-05-03,TMIN,-11
UKM00003590,2008-10-28,TMAX,75
NLE00113736,2013-11-09,TMAX,110
NLE00113736,2013-11-09,TMIN,68
UKW00035047,2009-03-29,TMIN,-38
NLE00113676,2013-01-09,TMAX,93
NLE00113676,2013-01-09,TMIN,67
NLE00113736,2012-03-15,TMAX,129
NLE00113736,2012-03-15,TMIN,54
UKM00003740,2010-04-01,TMAX,97
UKW00035047,2005-05-03,TMAX,171
UKM00003740,2010-08-12,TMAX,193
NLE00113724,2010-12-01,TMIN,-6
UKM00003772,2006-03-20,TMAX,63
NLE00113706,2014-01-16,TMIN,73
NLE00113706,2014-01-16,TMAX,91
UKW00035047,2008-10-01,TMIN,-35
NLE00113676,2012-03-22,TMIN,70
NLE00113676,2012-03-22,TMAX,85
UKW00035047,2010-06-03,TMIN,69
UKM00003740,2013-06-12,TMAX,161
NLE00113724,2007-07-08,TMIN,144
NLE00113736,2011-10-05,TMAX,177
NLE00113670,2011-11-09,TMIN,107
UKW00035047,2009-11-24,TMIN,75
NLE00113676,2010-03-19,TMIN,64
NLE00113676,2010-03-19,TMAX,87
UKW00035047,2011-10-03,TMAX,259
UKW00035047,2011-10-03,TMIN,145
UKM00003257,2014-07-14,TMIN,89
UK000000000,2012-12-14,TMIN,-33
UKM00003772,2013-03-17,TMAX,75
UKM00003257,2015-06-03,TMAX,158
UK000000000,2012-12-14,TMAX,100
UK000000000,2010-07-27,TMAX,204
UKW00035047,2010-04-17,TMAX,121
NLE00113676,2010-01-18,TMAX,77
UKM00003257,2014-07-14,TMAX,216
NLE00113724,2008-09-30,TMIN,119
NLE00113706,2010-01-28,TMAX,56
UKW00035047,2007-02-07,TMAX,33
NLE00113670,2010-05-11,TMAX,72
NLE00113670,2010-05-11,TMIN,46
UK000000000,2012-06-12,TMIN,81
UK000000000,2012-06-12,TMAX,159
NLE00113706,2010-01-28,TMIN,28
NLE00113736,2015-12-23,TMIN,103
NLE00113676,2010-01-18,TMIN,51
UK000003377,2013-11-10,TMAX,80
UKW00035047,2010-04-17,TMIN,14
UK000003377,2013-11-10,TMIN,17
NLE00113670,2011-11-09,TMAX,129
UKM00003772,2009-09-30,TMAX,190
UKM00003590,2008-11-05,TMAX,103
NLE00113706,2015-07-25,TMAX,143
NLE00113670,2009-10-15,TMIN,106
UKM00003590,2008-11-05,TMIN,0
NLE00113670,2010-09-28,TMAX,141
NLE00113724,2011-08-26,TMIN,138
NLE00113670,2010-09-28,TMIN,125
NLE00113736,2009-12-27,TMIN,59
UK000000000,2010-07-27,TMIN,157
UKM00003740,2005-11-28,TMIN,-15
UK000000000,2014-10-13,TMAX,125
NLE00113736,2009-12-27,TMAX,85
UK000000000,2014-10-13,TMIN,66
NLE00113724,2010-12-01,TMAX,21
NLE00113706,2015-07-25,TMIN,127
UKW00035047,2005-05-08,TMAX,134
UKW00035047,2007-12-02,TMIN,0
NLE00113724,2008-09-30,TMAX,150
NLE00113670,2009-10-15,TMAX,139
UK000003377,2013-04-25,TMAX,183
UKM00003257,2012-05-29,TMAX,218
NLE00113724,2013-03-04,TMIN,36
NLE00113736,2007-03-07,TMAX,93
UKM00003257,2015-04-17,TMAX,134
NLE00113724,2008-07-12,TMAX,153
NLE00113736,2012-12-08,TMIN,25
UKM00003257,2008-09-26,TMIN,0
NLE00113670,2015-12-14,TMAX,95
NLE00113670,2015-12-14,TMIN,74
UK000003377,2006-08-20,TMAX,201
UK000003377,2006-08-20,TMIN,147
UK000003377,2007-11-20,TMIN,47
UK000000000,2014-12-22,TMIN,69
UK000000000,2014-12-22,TMAX,117
UK000003377,2007-11-20,TMAX,90
NLE00113670,2010-06-20,TMAX,122
NLE00113736,2007-06-01,TMIN,124
NLE00113736,2008-07-25,TMIN,171
NLE00113676,2013-09-21,TMAX,171
NLE00113736,2008-07-25,TMAX,223
UKM00003590,2007-12-01,TMIN,0
UKM00003257,2013-09-22,TMAX,213
NLE00113676,2013-09-21,TMIN,147
NLE00113736,2014-07-23,TMIN,189
NLE00113736,2014-07-23,TMAX,215
NLE00113670,2011-02-27,TMIN,24
UKW00035047,2005-08-02,TMAX,216
NLE00113736,2007-06-01,TMAX,142
UKM00003257,2013-07-01,TMAX,172
NLE00113670,2010-06-20,TMIN,110
NLE00113670,2011-02-27,TMAX,63
NLE00113706,2011-01-13,TMAX,94
NLE00113706,2011-01-13,TMIN,59
NLE00113724,2014-06-22,TMIN,141
UKM00003257,2010-04-12,TMAX,151
UK000003377,2015-04-17,TMAX,125
NLE00113736,2005-01-22,TMAX,69
NLE00113736,2005-01-22,TMIN,43
UKM00003772,2012-06-22,TMAX,187
UKM00003257,2010-04-12,TMIN,16
NLE00113706,2014-11-13,TMAX,133
UK000003377,2008-11-05,TMIN,88
UKM00003257,2007-07-07,TMAX,195
UK000000000,2007-03-05,TMAX,107
